,,"Jan, 2024",,"Nov, 2023",,2023
,,SOM,,SOM,,SOM
,Illegal Brand,(%),,(%),,(%)
1.,John,41.5,,40.2,,39.2
2.,Misto*,5.8,,2.7,,1.7
3.,Saat,5.5,,3.7,,4.5
4.,Pragon*,3.0,,2.5,,4.3
5.,U2,2.8,,5.3,,4.2
6.,Gudang Garam,2.7,,3.1,,4.3
7.,Bosston*,2.1,,0.2,,1.7
8.,Premium,1.4,,1.1,,1.5
9.,Canyon,1.1,,1.9,,1.2
10.,A380*,0.8,,1.0,,0.6
Top 10 Total,,66.7,,61.7,,63.2
,,,,,,
Other Illegal,,3.8,,4.0,,5.2
Total Illegal %,,70.5,,65.7,,68.4
