,,"Jan, 2024",,"Nov, 2023",,2023
,,SOM,,SOM,,SOM
,Illegal Brand,(%),,(%),,(%)
1.,John,31.4,,29.7,,32.2
2.,Saat,25.4,,20.7,,17.6
3.,Lee,1.8,,-,,0.9
4.,Gudang Garam,0.6,,3.7,,2.4
5.,Galaxy*,0.5,,-,,0.0**
6.,Pragon*,0.2,,0.3,,0.1
7.,Concept*,0.1,,0.5,,0.8
8.,Premium,0.1,,-,,1.5
9.,Tiara,0.1,,0.1,,0.1
10.,Luffman,0.1,,-,,-
Top 10 Total,,60.3,,55.0,,55.6
,,,,,,
Other Illegal,,-,,0.1,,1.3
Total Illegal %,,60.3,,55.1,,56.9
