,,"Jan, 2024",,"Nov, 2023",,2023
,,SOM,,SOM,,SOM
,Illegal Brand,(%),,(%),,(%)
1.,John,9.4,,10.7,,11.0
2.,U2,7.8,,7.4,,7.3
3.,L.A.,6.6,,7.7,,5.0
4.,Gudang Garam,4.9,,4.6,,4.4
5.,Luffman,4.1,,5.1,,4.4
6.,Canyon,3.8,,2.9,,3.9
7.,Zon King,2.8,,1.7,,3.2
8.,Sampoerna,1.2,,0.6,,0.6
9.,Concept*,0.2,,-,,0.2
10.,9th Century*,0.2,,-,,0.1
Top 10 Total,,41.0,,40.7,,40.1
,,,,,,
Other Illegal,,1.1,,1.5,,1.3
Total Illegal %,,42.1,,42.2,,41.4
