,,"Jan, 2024",,"Nov, 2023",,2023
,,SOM,,SOM,,SOM
,Illegal Brand,(%),,(%),,(%)
1.,John,14.3,,19.8,,24.6
2.,Tiara,6.0,,7.0,,3.7
3.,Misto*,3.2,,1.0,,0.3
4.,Vson*,3.0,,3.7,,0.8
5.,Vess,2.5,,4.8,,3.9
6.,Promax*,1.7,,1.3,,1.0
7.,iFace,0.6,,1.6,,-
8.,A380*,0.3,,1.8,,1.9
9.,Concept*,0.3,,0.1,,0.8
10.,Manchester*,0.2,,0.3,,0.4
Top 10 Total,,32.1,,41.4,,37.4
,,,,,,
Other Illegal,,0.3,,1.9,,9.0
Total Illegal %,,32.4,,43.3,,46.4
