,,"Jan, 2024",,"Nov, 2023",,2023
,,SOM,,SOM,,SOM
,Illegal Brand,(%),,(%),,(%)
1.,John,13.3,,12.1,,13.7
2.,Era,7.9,,6.9,,7.4
3.,Canyon,4.5,,4.4,,5.6
4.,Gudang Garam,4.1,,3.8,,4.2
5.,U2,3.9,,3.9,,4.4
6.,Bosston*,3.3,,2.6,,1.7
7.,L.A.,2.4,,2.5,,2.3
8.,Misto*,2.0,,1.8,,1.4
9.,Parkway,1.8,,1.4,,1.5
10.,D&J,1.3,,1.4,,1.0
Top 10 Total,,44.5,,40.8,,43.2
,,,,,,
Other Illegal,,11.9,,14.5,,12.4
Total Illegal %,,56.4,,55.3,,55.6
