,,"Jan, 2024",,"Nov, 2023",,2023
,,SOM,,SOM,,SOM
,Illegal Brand,(%),,(%),,(%)
1.,Canyon,10.9,,9.4,,13.2
2.,Bosston*,6.6,,5.0,,3.3
3.,John,5.9,,5.4,,8.9
4.,Misto*,4.4,,4.7,,2.9
5.,D&J,4.3,,3.9,,1.8
6.,NYX,4.3,,3.8,,1.9
7.,U2,3.7,,2.9,,5.8
8.,Gudang Garam,3.5,,4.3,,4.7
9.,Pragon*,2.3,,1.1,,1.2
10.,Concept*,1.8,,1.8,,1.3
Top 10 Total,,47.7,,42.3,,45.0
,,,,,,
Other Illegal,,9.3,,13.7,,11.0
Total Illegal %,,57.0,,56.0,,56.0
