,,"Jan, 2024",,"Nov, 2023",,2023
,,SOM,,SOM,,SOM
,Illegal Brand,(%),,(%),,(%)
1.,A380*,9.0,,5.3,,6.9
2.,Canyon,7.2,,7.0,,7.9
3.,Misto*,6.5,,5.8,,6.8
4.,John,5.6,,5.5,,5.0
5.,Promax*,3.4,,0.2,,0.5
6.,6th Sense*,2.8,,2.9,,2.8
7.,League,1.8,,3.9,,1.4
8.,Bosston*,1.0,,0.4,,1.0
9.,Gudang Garam,0.8,,1.9,,3.0
10.,9th Century,0.8,,0.6,,0.5
Top 10 Total,,38.9,,33.5,,35.8
,,,,,,
Other Illegal,,3.1,,5.0,,5.5
Total Illegal %,,42.0,,38.5,,41.3
