,,"Jan, 2024",,"Nov, 2023",,2023
,,SOM,,SOM,,SOM
,Illegal Brand,(%),,(%),,(%)
1.,John,36.4,,33.7,,31.4
2.,Gudang Garam,2.6,,2.1,,2.8
3.,Manchester*,1.5,,1.8,,2.5
4.,Tex,1.1,,1.1,,1.0
5.,Concept*,0.9,,1.2,,0.9
6.,Promax*,0.8,,0.2,,0.9
7.,Pragon*,0.7,,0.8,,1.0
8.,M*,0.5,,0.5,,0.6
9.,Forman*,0.4,,0.8,,0.3
10.,Luffman,0.4,,0.5,,0.4
Top 10 Total,,45.3,,42.7,,41.8
,,,,,,
Other Illegal,,2.5,,3.8,,5.0
Total Illegal %,,47.8,,46.5,,46.8
