,,"Jan, 2024",,"Nov, 2023",,2023
,,SOM,,SOM,,SOM
,Illegal Brand,(%),,(%),,(%)
1.,John,32.5,,37.1,,33.2
2.,Gudang Garam,4.2,,5.1,,7.0
3.,Vess,4.1,,7.9,,5.9
4.,Misto*,0.3,,0.6,,1.1
5.,Vson*,0.2,,-,,0.0**
6.,Tiara,0.1,,0.3,,1.7
7.,Manchester*,0.1,,0.2,,0.0**
8.,Promax*,0.1,,0.2,,0.3
9.,A380*,0.1,,-,,0.1
10.,Tex*,0.1,,-,,-
Top 10 Total,,41.8,,51.4,,49.3
,,,,,,
Other Illegal,,-,,0.4,,1.3
Total Illegal %,,41.8,,51.8,,50.6
