,,"Jan, 2024",,"Nov, 2023",,2023
,,SOM,,SOM,,SOM
,Illegal Brand,(%),,(%),,(%)
1.,John,16.3,,4.8,,10.7
2.,Bosston*,13.3,,9.7,,4.9
3.,Misto*,7.4,,4.5,,4.1
4.,Pragon*,5.2,,1.9,,1.3
5.,Canyon,4.6,,5.4,,7.7
6.,Galaxy*,1.8,,0.5,,0.8
7.,Gudang Garam,1.5,,1.9,,2.2
8.,SOHO*,1.4,,8.3,,7.6
9.,Touro,0.8,,0.8,,0.3
10.,Concept*,0.7,,0.4,,0.7
Top 10 Total,,53.0,,38.2,,40.3
,,,,,,
Other Illegal,,3.2,,12.9,,8.9
Total Illegal %,,56.2,,51.1,,49.2
